smiles,logD
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,2.81
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,3.6
CN(C)C(=O)N[C@H]1CC[C@H](CCN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,0.12
CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,-0.07
CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.1
CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,2.3
CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,1.53
CN(C)C(=O)c1ccc(CN2CCc3cc4[nH]c(=N)sc4cc3CC2)cc1,1.72
CN(C)C=CCC(=O)Nc1cc2c(=Nc3ccc(F)c(Cl)c3)[nH]cnc2cc1O[C@H]1CCOC1,3.7
CN(C)CC(O)COc1ccc(N=c2[nH]cc(Cl)c(=Nc3ccccc3)[nH]2)cc1,2.25
CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3cc(Cl)ccc3Cl)[nH]2)cc1,2.9
CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccc(Cl)cc3)[nH]2)cc1,2.6
CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3cccc(Cl)c3)[nH]2)cc1,2.5
CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccccc3)[nH]2)cc1,1.58
CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccccc3C#N)[nH]2)cc1,1.2
CN(C)CC(O)COc1ccc(N=c2cc(N(CC#N)c3cc(Cl)ccc3Cl)[nH]cn2)cc1,2.1
CN(C)CC(O)COc1ccc(N=c2cc(N(CCC#N)c3cc(Cl)ccc3Cl)[nH]cn2)cc1,2.1
CN(C)CC(O)COc1ccc(N=c2cc(Nc3cc(Cl)ccc3Cl)[nH]cn2)cc1,2.6
CN(C)CC(O)COc1ccc(N=c2cc(Nc3ccc(F)cc3F)[nH]cn2)cc1,1.48
CN(C)CC(O)COc1ccc(N=c2nc(N(CC#N)c3cc(Cl)ccc3Cl)cc[nH]2)cc1,2.4
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,2.66
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,3.71
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,3.42
CN(C)CC1=Cc2c(-c3c(O)[nH]c(O)c3-c3cn(C)c4ccccc34)c3ccccc3n2CC1,2.88
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1.485
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,2.875
CN(C)CCC=C1c2ccccc2CCc2ccccc21,2.8925
CN(C)CCC=C1c2ccccc2COc2ccccc21,2.185
CN(C)CCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.4
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.6033333333333335
CN(C)CCCN(C)S(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,2.16
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.42
CN(C)CCCN1c2ccccc2CCc2ccccc21,2.405
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.6
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.3633333333333333
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.58
CN(C)CCCNC(=O)c1nc(Cl)c(=N)[nH]c1N,-1.0
CN(C)CCCNS(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,1.9
CN(C)CCCNS(=O)(=O)c1ccc(N=c2nc(-c3cnc4cccnn34)cc[nH]2)cc1,1.4
CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.64
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.4
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.48
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,2.96
CN(C)CCN(Cc1ccccc1)c1ccccn1,1.28
CN(C)CCN=c1cc(-c2ccccc2)[nH]c2cc(-c3ccc(F)cc3)nn12,4.5
CN(C)CCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,2.29
CN(C)CCNCc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,1.4
CN(C)CCNS(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,2.7
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-0.2
CN(C)CCOC(c1ccccc1)c1ccccc1,1.3624999999999998
CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,2.99
CN(C)CCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,1.16
CN(C)CCOc1ccc(-c2oc3[nH]cnc(=NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1,3.6
CN(C)CCOc1ccccc1Cc1ccccc1,2.53
CN(C)CCc1c[nH]c2ccc(-c3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,1.25
CN(C)CCc1c[nH]c2ccc(-n3cncn3)cc12,-0.34
CN(C)CCc1c[nH]c2ccc(CCN3CCN(C)S3(=O)=O)cc12,-0.57
CN(C)CCc1c[nH]c2ccc(CN3C(C)(C)CNS3(=O)=O)cc12,-0.78
CN(C)CCc1c[nH]c2ccc(CN3CC(C)(C)NS3(=O)=O)cc12,-0.39
CN(C)CCc1c[nH]c2ccc(CN3CCCN(C)S3(=O)=O)cc12,-0.02
CN(C)CCc1c[nH]c2ccc(CN3CCN(C)S3(=O)=O)cc12,-0.68
CN(C)CCc1c[nH]c2ccc(CN3CCNS3(=O)=O)cc12,-0.97
CN(C)CCc1c[nH]c2ccc(Cc3nc(-c4ccc(NS(C)(=O)=O)cc4)no3)cc12,1.22
CN(C)CCc1c[nH]c2ccc(Cc3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,0.5
CN(C)CCc1c[nH]c2ccc(Cc3ncnn3C)cc12,-0.75
CN(C)CCc1c[nH]c2ccc(Cc3nnn(C)n3)cc12,-0.51
CN(C)CCc1c[nH]c2ccc(Cc3nnnn3C)cc12,-0.94
CN(C)CCc1c[nH]c2ccc(Cn3ccnn3)cc12,-0.7
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,-0.74
CN(C)CCc1c[nH]c2ccc(Cn3cnnn3)cc12,-0.64
CN(C)CCc1c[nH]c2ccc(Cn3nccn3)cc12,-0.2
CN(C)CCc1c[nH]c2ccc(Cn3ncnn3)cc12,-0.34
CN(C)CCc1c[nH]c2ccc(N3CCN(C)S3(=O)=O)cc12,-0.92
CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,2.19
CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.36
CN(C)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O,0.11
CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.21
CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,2.1
CN(C)S(=O)(=O)c1ccc(C(=O)N=c2[nH]nc(-c3ccc(Cl)s3)o2)cc1,2.83
CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,3.13
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.15
CN(C)c1[nH]c(=N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc2ccccc12,3.13
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.7
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,-0.88
CN(C)c1cccc2c(S(=O)(=O)N(C)CC(=O)O)cccc12,-1.45
CN(C)c1cccc2c(S(=O)(=O)N=c3cncc[nH]3)cccc12,0.9
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,1.95
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.74
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,3.62
CN(C)c1ccnc2sc(C(N)=O)c(N)c12,1.7
CN(C)c1ccnc2sc3c(=O)n(-c4ccccc4)cnc3c12,2.34
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,1.46
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.44
CN(C)c1ncnc2[nH]cnc12,0.95
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,2.83
CN(CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12)CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12,4.44
CN(CCCN=c1[nH]c2ccccc2n2cccc12)CCCN=c1[nH]c2ccccc2n2cccc12,4.12
CN(CCCNCCc1ccc(O)c2[nH]c(=O)sc12)S(=O)(=O)CCOCCc1ccccc1,1.24
CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44
CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,0.75
CN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.52
CN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.21
CN(CCO)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,3.38
CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.97
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,2.15
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,2.47
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,2.5
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.6
CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,3.46
CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,2.86
CN(CCc1ccc(O)c2[nH]c(=O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,2.59
CN(Cc1ccc(Cl)cc1)C(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,2.8
CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-2.83
CN(c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,3.23
CN(c1cc[nH]c(=Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12,3.21
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,-0.81
CN(c1ccc(-c2cc(F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,-1.17
CN(c1ccc(N2CCOCC2)nn1)n1cccc1,2.0
CN(c1cccc(CO)c1)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,2.6
CN(c1ccccc1)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,3.47
CN(c1ncccc1CN=c1[nH]c(=Nc2ccc3[nH]c(O)cc3c2)[nH]cc1C(F)(F)F)S(C)(=O)=O,2.63
CN1C(=O)C(NC(=O)Nc2ccc3c(c2)N(c2nn[nH]n2)CC3)N=C(c2ccccc2)c2ccccc21,1.38
CN1C(=O)C(NC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCC2)c2ccccc21,0.89
CN1C(=O)C(NC(=O)Nc2cccc(CN=c3nn[nH][nH]3)c2)N=C(c2ccccc2)c2ccccc21,1.47
CN1C(=O)C(NC(=O)Nc2cccc(N(C)c3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21,1.14
CN1C(=O)C(NC(=O)Nc2cccc(N=c3nn[nH][nH]3)c2)N=C(c2ccccc2)c2ccccc21,0.89
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,2.745
CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,2.03
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.566666666666667
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.1
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.5
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,0.11666666666666665
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2sccc2S1(=O)=O,-0.32
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.17
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-0.09
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,2.6
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,4.38
CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.94
CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)N=c3[nH]cns3)cc2F)C1,1.0
CN1CC=C(c2cccc(O)c2)CC1,0.53
CN1CC=CCC(c2cc3ccccc3o2)C1,2.47
CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,3.32
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,3.085
CN1CCC(C#N)(c2cccc3ccccc23)CC1,2.73
CN1CCC(COc2cc(OC3CCOCC3)c3c(=Nc4c(Cl)ccc5c4OCO5)[nH]cnc3c2)CC1,2.59
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,1.0
CN1CCC(Oc2cccc3[nH]cnc(=Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,3.21
CN1CCC(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)(S(C)(=O)=O)CC1,1.9
CN1CCC(n2cc(-c3c[nH]c(=N)c(-c4nc5ccc(F)cc5o4)c3)cn2)CC1,3.35
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-0.44
CN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.98
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,2.195
CN1CCCC1CCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,2.01
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,3.04
CN1CCCC1c1cccnc1,0.355
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1.6
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.36
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,3.48
CN1CCC[C@@H]1c1cccnc1,0.45
CN1CCC[C@H]1CCN1CCCc2cc(N=C(N)c3cccs3)ccc21,0.37
CN1CCC[C@H]1c1ccccn1,0.44
CN1CCN(C(=O)C2CCCCC2C(=O)NCC#N)CC1,-0.1
CN1CCN(C(=O)N2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)CC1,2.6
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1.3
CN1CCN(C(=O)Oc2c3nccnc3c(O)n2-c2ccc(Cl)cn2)CC1,1.1
CN1CCN(C(=O)c2cc(-c3ccccc3)sc2NC(N)=O)CC1,2.17
CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.03
CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,2.79
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.4
CN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,1.97
CN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,1.7
CN1CCN(C(=O)c2cc3ccccc3n2C)CC1,1.71
CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,1.98
CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,0.92
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.08
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.24
CN1CCN(C2CC(c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(=N)[nH]ccn34)C2)CC1,3.2
CN1CCN(C2N=c3cc(Cl)ccc3=Nc3ccccc32)CC1,3.19
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,-0.55
CN1CCN(CC(=O)N=c2c(C#N)c[nH]n2-c2ccccc2)CC1,0.0
CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,2.6
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.16
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.31
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.92
CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,3.81
CN1CCN(CCOc2[nH]nc3[nH]cnc(=Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,2.45
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(=Nc4c(Cl)ccc5c4OCO5)[nH]cnc3c2)CC1,2.9
CN1CCN(Cc2ccc(C(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1,2.3
CN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)N=c3ccc(Cl)c[nH]3)c2Cl)CC1,3.11
CN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cc3)c2Cl)CC1,2.96
CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,3.25
CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)cc2F)CC1,2.66
CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1,3.28
CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1,2.7
CN1CCN(c2cc3c(=Nc4ccc(F)cc4F)c(C(N)=O)c[nH]c3cc2F)CC1,2.63
CN1CCN(c2ccc(N=c3cc[nH]c4ccccc34)cc2)CC1,1.3
CN1CCN(c2ccc(NC(=O)c3n[nH]c(=Nc4ccccc4F)o3)cn2)CC1,2.36
CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,3.45
CN1CCN(c2ccc3[nH]cc(C(N)=O)c(=Nc4ccc(Cl)cc4Cl)c3c2)CC1,3.23
CN1CCN(c2ccc3[nH]cc(C(N)=O)c(=Nc4ccc(F)cc4F)c3c2)CC1,2.3
CN1CCN(c2nc(=N)c(-c3cc(Cl)cc(Cl)c3Cl)c[nH]2)CC1,3.39
CN1CCN(c2nc(=NCCNc3ccc([N+](=O)[O-])cc3)c3ccccc3[nH]2)CC1,2.91
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4[nH]c(=N)sc4c3)c3c(=N)[nH]cnc32)CC1,3.09
CN1CCN2c3ncccc3Cc3ccccc3C2C1,2.71
CN1CCNc2nc(CCOc3ccc(CC(NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,0.07
CN1CCOc2cc(COC3CCCCC3)cnc21,3.1
CN1CCOc2cc(COc3ccccc3)cnc21,3.3
CN1CCOc2cc(OC(=O)c3ccccc3)cnc21,3.3
CN1CCOc2nc(C#Cc3ccccc3)ccc21,3.8
CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)C=C[C@@H]3[C@@H]1C5,-0.06
CN1CC[C@@]23c4c5ccc(O[C@@H]6OC(C(=O)O)[C@@H](O)[C@@H](O)[C@H]6O)c4O[C@@H]2[C@H](O)C=C[C@@H]3[C@@H]1C5,-1.12
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.13
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,-0.79
CN1CCc2c1[nH]c1ccccc1c2=NC(=O)Cc1ccccc1,2.8
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,2.5
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,3.5
CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.08
CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,2.11
CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,2.11
CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,3.64
CN1[C@@H]2CC[C@@H]1[C@@H](c1cnc(Cl)c(-c3ccc(F)nc3)c1)C2,1.42
CN1[C@@H]2CC[C@@H]1[C@@H](c1cnc(Cl)c(-c3ccnc(F)c3)c1)C2,1.26
CN1[C@@H]2CC[C@@H]1[C@@H](c1cnc(F)c(-c3ccc(C#N)nc3)c1)C2,0.64
CN1[C@@H]2CC[C@@H]1[C@@H](c1cnc(F)c(-c3ccc(F)nc3)c1)C2,0.96
CN1[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21,0.21
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,-0.41
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,-0.66
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,-1.29
CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,1.49
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.33
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.59625
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-0.3
CN=C(NC#N)NCCSCc1[nH]cnc1C,0.3333333333333333
CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1,0.57
CN=C(NCCSCc1[nH]cnc1C)NC#N,-0.03
CN=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,2.41
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,3.08
CN=C1N=c2ncccc2=C(c2cc[nH]c2)NC1c1cccs1,1.73
CN=C1N=c2ncccc2=C(c2ccccc2)NC1c1cccs1,2.68
CN=C1N=c2ncccc2=C(c2ccco2)NC1c1cccs1,1.85
CN=C1N=c2ncccc2=C(c2ccco2)NC1c1ccns1,1.44
CN=C1N=c2ncccc2=C(c2cccs2)NC1c1cccs1,2.63
CN=C1N=c2ncccc2=C(c2ccns2)NC1c1cccs1,2.15
CN=C1N=c2ncccc2=C(c2ncco2)NC1c1cccs1,1.14
CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,3.2
CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1,1.64
CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1,1.9
CN=c1[nH]c2[nH]c(SCc3cccc(F)c3F)nc(=N[C@H](C)CO)c2s1,3.7
CN=c1[nH]c2cccc(C)c2c(=O)o1,2.3
CN=c1[nH]c2ccccc2c(=O)o1,1.7
CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,1.61
CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,1.77
CN=c1[nH]cc(C(=O)c2ccccc2)s1,2.36
CN=c1[nH]cnc2c(CNc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)cccc12,4.0
CN=c1c(Br)c[nH]c2[nH]c(-c3cc[nH]c(=N)c3)nc12,2.83
CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(O)cc3)nc12,2.47
CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12,2.96
CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12,2.56
CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,2.91
CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)nc12,2.88
CN=c1c(Br)c[nH]c2[nH]c(-c3cccc(N)c3)nc12,2.96
CN=c1c(Br)c[nH]c2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12,2.5
CN=c1c(C(N)=O)c[nH]c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.14
CN=c1c(Cl)c[nH]c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.63
CN=c1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)[nH]c2c(N3CCN(C)CC3)cc(OC)cc12,2.93
CN=c1ccc2ncc(-c3cccc(O)c3)n2[nH]1,2.99
CN=c1cccc(CCCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)[nH]1,0.57
CN=c1cccc(CCCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)[nH]1,0.78
CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)[nH]1,0.52
